ind_var_a,ind_var_b,ind_var_c,ind_var_d,ind_var_e,ind_var_f,ind_var_g,ind_var_h,dependent_var
-59.400843398827654,3.0121709872765923,36.077168615295427,175.4218592948373,78.179200222437657,25.765535883983802,-6.3802560432525084,11.565828614571968,378.31180824210259
-92.073887582803664,-2.4135330545765821,24.114966920491973,193.49484861493079,-990.14750929135471,-95.454403680172533,-3.1816766403317303,19.56947763287608,-338.30920757561137
-80.138466465654687,-4.3027360757313593,35.517296383616987,209.81367157412711,-907.62626472013164,-29.85508798952587,70.325295486232193,23.725580322975073,-860.00751070134902
52.96745774033198,-2.6058254337290911,34.791030600290561,175.8006047892892,-365.7138757210771,-70.073271115489348,36.468508024794886,23.991917187118638,-338.01943039646881
93.683803748472826,-4.7420175073342499,28.134357150348684,135.94897375575755,-848.67899950741105,69.506045975850384,60.031281354882353,8.9136893731052886,-250.48415538000071
61.092503727897707,-2.0570635391560534,3.4064252157061716,151.43695712524129,-222.59050835965286,-54.534209689538258,-17.423700667871955,21.06953799119254,199.33021216910458
-43.413252338503568,-0.39670062164817566,8.2584345674089068,148.30971278389595,-111.82624788582461,83.570784908843677,42.796497397848626,25.208732326862734,-105.10411443441669
29.093372687292629,-4.1162738848632427,29.04732025873048,203.22744172672816,-187.15651570619468,35.816810300745573,-2.8274189870230018,21.884084593797617,-591.9786803370215
-15.023315895639456,3.932218914543359,25.484344074332039,203.25161121840068,-122.00447153516166,-39.603500267715283,71.030326281890865,9.7939714148402359,541.0859692242575
-54.592886167498463,-3.2097759924398552,19.771268475265519,168.55694451950276,-998.17818770045835,79.190198768943134,50.493409958163667,25.865152999678443,-245.61796122003472
-4.0509452809361619,4.2780168010950259,10.13914124092056,152.72523696933595,32.299658518788419,14.351926318801134,51.931416306060356,5.143751381914214,249.9508935935539
60.958526904605236,-1.796715181895614,28.088434318745517,141.34180549884817,-659.88178397122056,86.231097872731027,26.336004957593481,8.1973000414420198,-49.440980900514049
-7.6955909942805221,-3.894440137779144,7.9593037081777176,191.55417191014891,-387.3542921131417,61.93580999109389,28.77687251460128,25.259621289649242,-7.3482209235847478
27.564495109908151,0.016848736082735627,9.9447968983834993,177.48776388806195,-560.69563836374323,-4.6202885991233131,57.708334472444207,2.1186656810255897,202.59681653256578
44.404958122812786,4.7860504614478785,27.031101848086642,133.67870467359776,-592.54915304577696,-31.145132807766188,-14.987479282107152,6.2643401446609914,1064.6550047583387
-80.06762907907094,1.5378764909516107,13.906371220273996,191.44402302328956,-652.47224234318219,-66.532389192960764,73.056278068226845,12.003253112527211,81.431754099050664
-79.623935375020679,-2.6820439335683846,12.303780732139995,141.98865540796402,83.22047857377629,-48.743284997287816,22.641109588002649,10.800431298750233,-342.36071464813728
84.647172850580887,-2.0039655977906099,4.8571470105336747,201.60746961754921,-945.61458758231106,-88.78902493783572,45.949998790620441,19.023886896773977,343.27812759011414
74.726028247767118,0.8927212696580753,4.1740274903986947,163.47425115152669,-611.98619107892546,28.925670478706763,54.127217002564095,14.87819299775329,346.84611344319234
-9.9875374453578019,0.82352171066302571,27.274795728847081,143.48417831813276,-832.7705967749298,-13.483031138907336,64.302083628522212,20.598915327986262,268.67148167288002
18.851764412725004,-1.559456216053281,3.6647053850767457,151.13812641965976,-94.474738965699089,29.278149354256442,1.8314335335094185,6.4859155542078328,42.335260750137891
46.830138986428693,0.73545628745478275,19.246662749350701,206.33774652316509,-259.34028562995309,68.103310710061464,40.895281633643378,15.963120581181851,318.24829345596345
-45.904089847602258,-3.5258170672982869,27.506103428654306,156.87860544918746,-491.05885057191017,46.435858044516408,2.4904253193837818,25.121839622889464,-508.62979855046046
30.988178953333744,2.2662454248044615,17.685983147155149,172.40433008780835,-395.0509686779543,34.003862980256628,61.148177254272468,12.05763483509913,451.59976710662016
78.183441813454664,3.0340430659776203,13.82354373163732,162.03198740354301,-41.508700294344635,71.75107408745464,-18.75279549025133,13.527263555019916,487.50732316375053
-89.405539513856766,-1.4648948162694597,14.128859956406778,126.19804549242947,-858.62755432920585,57.014905958478295,38.499455635710689,22.212659246393187,-280.77445150059719
-69.22869272765324,4.1413509338767778,13.86193543407196,189.61123424984544,-292.46004336715362,-39.140488586392784,-1.3853982978540564,3.3206358349511347,184.10744618213076
-3.0689484609181648,0.68589713569445543,27.223428851954246,126.73722074726018,-266.90378834563728,73.793451116082565,-11.13442880540223,5.3193238759229295,185.69247362975526
-45.116061085805015,-3.5158178429130524,36.775270532818048,146.16083649610147,-620.23264843624133,-91.830468203537549,17.736418678266752,18.335778539125577,-696.49148066913119
-5.8089954250381624,-1.9781162017676754,7.6186462250727747,164.69819678154357,-681.75310976181754,20.809179998890585,16.292377953755846,26.626367144062755,25.808453737071005
